Country Name,year,percent_gdp,percent_net_exports,percent_consumption,percent_government,percent_investment,component_sum
Nauru,1995,1,NA,NA,NA,NA,NA
Nauru,1996,1,NA,NA,NA,NA,NA
Nauru,1997,1,NA,NA,NA,NA,NA
Nauru,1998,1,NA,NA,NA,NA,NA
Nauru,1999,1,NA,NA,NA,NA,NA
Nauru,2000,1,NA,NA,NA,NA,NA
Nauru,2001,1,NA,NA,NA,NA,NA
Nauru,2002,1,NA,NA,NA,NA,NA
Nauru,2003,1,NA,NA,NA,NA,NA
Nauru,2004,1,NA,NA,NA,NA,NA
Nauru,2005,1,NA,NA,NA,NA,NA
Nauru,2006,1,NA,NA,NA,NA,NA
Nauru,2007,1,NA,NA,NA,NA,NA
Nauru,2008,1,NA,NA,NA,NA,NA
Nauru,2009,1,NA,NA,NA,NA,NA
Nauru,2010,1,NA,NA,NA,NA,NA
Nauru,2011,1,NA,NA,NA,NA,NA
Nauru,2012,1,NA,NA,NA,NA,NA
Nauru,2013,1,NA,NA,NA,NA,NA
Nauru,2014,1,NA,NA,NA,NA,NA
Nauru,2015,1,NA,NA,NA,NA,NA
Nauru,2016,1,NA,NA,NA,NA,NA
Nauru,2017,1,NA,NA,NA,NA,NA
Nauru,2018,1,NA,NA,NA,NA,NA
Nauru,2019,1,NA,NA,NA,NA,NA
Nauru,2020,1,NA,NA,NA,NA,NA
Nauru,2021,1,NA,NA,NA,NA,NA
Nauru,2022,1,NA,NA,NA,NA,NA
Nauru,2023,1,NA,NA,NA,NA,NA
Palau,1991,1,NA,NA,NA,NA,NA
Palau,1992,1,NA,NA,NA,NA,NA
Palau,1993,1,NA,NA,NA,NA,NA
Palau,1994,1,NA,NA,NA,NA,NA
Palau,1995,1,NA,NA,NA,NA,NA
Palau,1996,1,NA,NA,NA,NA,NA
Palau,1997,1,NA,NA,NA,NA,NA
Palau,1998,1,NA,NA,NA,NA,NA
Palau,1999,1,NA,NA,NA,NA,NA
Palau,2000,1,NA,NA,NA,NA,NA
Palau,2001,1,NA,NA,NA,NA,NA
Palau,2002,1,NA,NA,NA,NA,NA
Palau,2003,1,NA,NA,NA,NA,NA
Palau,2004,1,NA,NA,NA,NA,NA
Palau,2005,1,NA,NA,NA,NA,NA
Palau,2006,1,17.753601058684282,-20.18396517166844,-19.534146575246144,18.498306353037993,-3.466204335192309
Palau,2007,1,2.018040065658824,0.9685194457220025,0.1610707995724964,-1.1275476625267584,2.020082648426565
Palau,2008,1,0.6129222468247092,-0.5411809371262594,-0.29996982493243474,0.33823178240485596,0.11000326717087106
Palau,2009,1,-0.8245847939521986,0.341212240193043,-0.05166662924226627,0.889822603362719,0.3547834203612972
Palau,2010,1,1.2786853793399724,0.7380738640325916,0.3641064202735273,0.6077803413179576,2.988646004964049
Palau,2011,1,-0.8578999299951012,0.7261386657066059,0.059685541722604527,0.9492342143616384,0.8771584917957477
Palau,2012,1,-1.7802884165200419,5.144824236995755,0.3281130840164368,0.6683942436476797,4.36104314813983
Palau,2013,1,0.3642449265205458,-1.3431691997681243,-0.47650517414761207,0.7215496667671463,-0.7338797806280444
Palau,2014,1,-1.2972519508477398,1.1348100935501881,0.3325840700295891,2.146465615160341,2.3166078278923785
Palau,2015,1,1.277967282496923,0.5890915688451694,0.1425032086369191,0.31852104176285,2.3280831017418615
Palau,2016,1,6.891867274881215,-10.235575103574007,-5.430416132101742,-3.366125926334202,-12.14024988712874
Palau,2017,1,2.5631771424682426,-0.3065980562024056,-0.1423039078398683,-0.49080812536553675,1.623467053060432
Palau,2018,1,21.927229764165762,-10.67849073401623,14.632643456796071,-42.479963377967614,-16.598580891022007
Palau,2019,1,-28.137421270010243,-4.302258778067246,1.1764552506258592,27.85539953606805,-3.407825261383582
Palau,2020,1,2.755691506640446,-0.1236175218702892,-0.6523441101943067,-0.8954396020459036,1.0842902725299468
Palau,2021,1,0.06063553985590904,0.26491197717707077,0.18713754371049293,0.747502166837178,1.2601872275806507
Palau,2022,1,-1.896428102292808,0.8768301073405949,1.7583112818800029,-2.883313678864499,-2.1446003919367094
Palau,2023,1,9.0524797997525,-3.2765870802376433,-0.15644177439936305,-3.679106267409053,1.9403446777064408
Papua New Guinea,1991,1,NA,NA,NA,NA,NA
Papua New Guinea,1992,1,NA,NA,NA,NA,NA
Papua New Guinea,1993,1,NA,NA,NA,NA,NA
Papua New Guinea,1994,1,NA,NA,NA,NA,NA
Papua New Guinea,1995,1,NA,NA,NA,NA,NA
Papua New Guinea,1996,1,NA,NA,NA,NA,NA
Papua New Guinea,1997,1,NA,NA,NA,NA,NA
Papua New Guinea,1998,1,NA,NA,NA,NA,NA
Papua New Guinea,1999,1,NA,NA,NA,NA,NA
Papua New Guinea,2000,1,NA,NA,NA,NA,NA
Papua New Guinea,2001,1,NA,NA,NA,NA,NA
Papua New Guinea,2002,1,NA,NA,NA,NA,NA
Papua New Guinea,2003,1,NA,NA,NA,NA,NA
Papua New Guinea,2004,1,NA,NA,NA,NA,NA
Papua New Guinea,2005,1,NA,NA,NA,NA,NA
Papua New Guinea,2006,1,NA,NA,NA,NA,NA
Papua New Guinea,2007,1,NA,NA,NA,NA,NA
Papua New Guinea,2008,1,NA,NA,NA,NA,NA
Papua New Guinea,2009,1,NA,NA,NA,NA,NA
Papua New Guinea,2010,1,NA,NA,NA,NA,NA
Papua New Guinea,2011,1,NA,NA,NA,NA,NA
Papua New Guinea,2012,1,NA,NA,NA,NA,NA
Papua New Guinea,2013,1,NA,NA,NA,NA,NA
Papua New Guinea,2014,1,NA,NA,NA,NA,NA
Papua New Guinea,2015,1,NA,NA,NA,NA,NA
Papua New Guinea,2016,1,NA,NA,NA,NA,NA
Papua New Guinea,2017,1,NA,NA,NA,NA,NA
Papua New Guinea,2018,1,NA,NA,NA,NA,NA
Papua New Guinea,2019,1,NA,NA,NA,NA,NA
Papua New Guinea,2020,1,NA,NA,NA,NA,NA
Papua New Guinea,2021,1,NA,NA,NA,NA,NA
Papua New Guinea,2022,1,NA,NA,NA,NA,NA
Papua New Guinea,2023,1,NA,NA,NA,NA,NA
Samoa,1991,1,NA,NA,NA,NA,NA
Samoa,1992,1,NA,NA,NA,NA,NA
Samoa,1993,1,NA,NA,NA,NA,NA
Samoa,1994,1,NA,NA,NA,NA,NA
Samoa,1995,1,NA,NA,NA,NA,NA
Samoa,1996,1,NA,NA,NA,NA,NA
Samoa,1997,1,NA,NA,NA,NA,NA
Samoa,1998,1,NA,NA,NA,NA,NA
Samoa,1999,1,NA,NA,NA,NA,NA
Samoa,2000,1,NA,NA,NA,NA,NA
Samoa,2001,1,NA,NA,NA,NA,NA
Samoa,2002,1,NA,NA,NA,NA,NA
Samoa,2003,1,NA,NA,NA,NA,NA
Samoa,2004,1,NA,NA,NA,NA,NA
Samoa,2005,1,NA,NA,NA,NA,NA
Samoa,2006,1,NA,NA,NA,NA,NA
Samoa,2007,1,NA,NA,NA,NA,NA
Samoa,2008,1,NA,NA,NA,NA,NA
Samoa,2009,1,NA,NA,NA,NA,NA
Samoa,2010,1,-0.42525499414022466,-0.07755391155329633,0.16572579756500708,0.22559180788114122,-0.1114913002473727
Samoa,2011,1,-0.9493946351982224,0.23444220463713966,0.04038174373863971,0.8918393775057164,0.21726869068327337
Samoa,2012,1,1.540217890073539,0.5787873163315779,-0.12613961846384703,-0.584634595839264,1.408230992102006
Samoa,2013,1,76.16349223127871,29.904982777156366,6.6164377472550395,-42.252446177812665,70.43246657787745
Samoa,2014,1,-8.141401298709505,0.4782644902747378,2.1887436576647312,4.372550869702059,-1.1018422810679773
Samoa,2015,1,0.6243235378033374,0.10259365798517225,-0.15412066689545315,0.2076897797296535,0.78048630862271
Samoa,2016,1,0.26611115037265365,0.4814716704947844,-0.22737196701839543,0.6427210835405808,1.1629319373896232
Samoa,2017,1,2.1026331319643363,1.9129806957036488,-0.34778480238333465,-2.4305984481839196,1.237230577100731
Samoa,2018,1,8.149484453596493,3.1611300879604367,-3.4055338455513118,-0.9148836278787139,6.9901970681269034
Samoa,2019,1,0.3044041508126787,0.10041244485036412,0.3839089710896943,0.5138880199949166,1.3026135867476538
Samoa,2020,1,1.9447082664360227,-0.6833939702085449,-0.0814957085111789,0.2501704102912779,1.4299889980075768
Samoa,2021,1,1.7135810513597123,-0.9813925779739302,0.0010587341365166526,0.48424268926138025,1.217489896783679
Samoa,2022,1,0.21813404812889767,0.6081589247212523,-0.27350534001830074,0.7004430369675221,1.2532306697993711
Samoa,2023,1,0.6846267810228822,0.392682088938359,-0.10414179132020082,0.6176536488501092,1.5908207274911494
Sao Tome and Principe,1991,1,NA,NA,NA,NA,NA
Sao Tome and Principe,1992,1,NA,NA,NA,NA,NA
Sao Tome and Principe,1993,1,NA,NA,NA,NA,NA
Sao Tome and Principe,1994,1,NA,NA,NA,NA,NA
Sao Tome and Principe,1995,1,NA,NA,NA,NA,NA
Sao Tome and Principe,1996,1,NA,NA,NA,NA,NA
Sao Tome and Principe,1997,1,NA,NA,NA,NA,NA
Sao Tome and Principe,1998,1,NA,NA,NA,NA,NA
Sao Tome and Principe,1999,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2000,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2001,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2002,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2003,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2004,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2005,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2006,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2007,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2008,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2009,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2010,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2011,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2012,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2013,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2014,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2015,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2016,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2017,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2018,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2019,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2020,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2021,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2022,1,NA,NA,NA,NA,NA
Sao Tome and Principe,2023,1,NA,NA,NA,NA,NA
Seychelles,1991,1,1.80574307765542,-0.2751537351269471,-1.0845354796147531e-5,-0.3116930483763462,1.2188854487973306
Seychelles,1992,1,-1.241669790316451,2.1649147660799026,0.42658370421640807,0.046870627773522786,1.3966993077533825
Seychelles,1993,1,-1.5638261912327847,1.78728239546085,0.17907832626594908,0.6427860908916455,1.0453206213856598
Seychelles,1994,1,-2.3428124067161002,5.320970234781083,0.29568943051928726,-0.49422994453096697,2.7796173140533034
Seychelles,1995,1,-16.262815108628953,28.104189872002866,-2.535671874811248,-0.17517694206421797,9.130525946498448
Seychelles,1996,1,-0.37865856715205726,0.3373627563218488,0.30474966781948337,0.5487570844616062,0.8122109414508811
Seychelles,1997,1,0.062852518028857,0.2989546673101378,0.2006251655509872,0.3313681766932375,0.8938005275832195
Seychelles,1998,1,-5.606370835243311,0.05898118080959965,0.7479628114301251,3.3842936133708768,-1.4151332296327102
Seychelles,1999,1,1.936179110316122,-5.953344166886877,-1.674433989264776,3.3881213616979036,-2.303477684137627
Seychelles,2000,1,6.922754912481519,-6.463965097461487,1.8654574880860286,-1.841452107632892,0.4827951954731686
Seychelles,2001,1,6.551624932884576,-2.4276855437372147,0.35120553601834115,-2.500407802823086,1.9747371223426162
Seychelles,2002,1,8.558991004491432,-6.766216198616632,3.633936814042856,-4.216189207198807,1.2105224127188503
Seychelles,2003,1,-1.238531775371214,-0.7746932337321006,0.4383246500384267,1.3457848841890667,-0.22911547487582107
Seychelles,2004,1,1.7969071356987956,-1.2901363146899238,-0.4515387504249586,0.3973457084162952,0.45257777900020835
Seychelles,2005,1,-0.5241887867379948,1.0700464538232257,0.5389830609976901,0.12086879157400203,1.205709519656923
Seychelles,2006,1,-0.5501299684332386,1.0964249640237997,0.5500547430589035,0.11778012410530003,1.2141298627547648
Seychelles,2007,1,1.6171430743023751,-1.0709571621304088,-0.4611921978693936,0.5743334634706099,0.6593271777731826
Seychelles,2008,1,4.084072219773468,-9.260233433848908,1.8889156429744849,1.2909829531767374,-1.9962626179242182
Seychelles,2009,1,-0.8914358266810145,2.112591271941029,-0.353208899306832,0.41626486741860286,1.284211413371785
Seychelles,2010,1,-2.6721752924026063,0.14501641293491385,0.021090693899003827,1.9991635313106786,-0.5069046542580105
Seychelles,2011,1,0.008979258159055613,0.975764813065418,0.37580545694054723,-0.0723189770102577,1.2882305511547631
Seychelles,2012,1,-1.2941874990102777,0.4987345774806109,-0.08205380704267402,1.2242108759470456,0.3467041473747048
Seychelles,2013,1,3.2598538888132684,-11.80712132411615,0.5939000259496721,3.9346233474104775,-4.018744061942732
Seychelles,2014,1,-1.8022509374353255,3.784305709208486,-0.06785042879597863,-0.005461139844926741,1.908743203132255
Seychelles,2015,1,0.7933740027565633,-0.09115055852875956,0.26551646519653693,0.032257541968488686,0.9999974513928294
Seychelles,2016,1,-0.3346160618453114,1.0072520371757325,0.23130643440722554,0.09724434860618676,1.0011867583438334
Seychelles,2017,1,-0.04630161389178059,0.7800956694405755,0.10560365305350222,0.1606288907711382,1.0000265993734352
Seychelles,2018,1,-0.49888919960931905,1.3055029341870545,0.4969654922578146,-0.3005496912712394,1.0030295355643106
Seychelles,2019,1,0.4527849729944553,0.21229775223286773,0.08790815648642399,0.2467823750128715,0.9997732567266185
Seychelles,2020,1,0.8131217283257605,0.01212105832502567,-0.09923033919475469,0.27258556798160277,0.9985980154376343
Seychelles,2021,1,-4.992114019282373,15.623765632321838,-0.7975039637694753,-8.800446724684384,1.033700924585605
Seychelles,2022,1,0.8310182331263143,0.31542958472110005,-0.22277476537156157,0.07597582982545198,0.9996488823013048
Seychelles,2023,1,-0.6729212232060748,0.4545135793915484,0.835323917471122,0.3948832669840043,1.0117995406406
Singapore,1991,1,0.30981919673664854,0.42257970525540994,0.11806652455949332,0.5142081614501061,1.364673588001658
Singapore,1992,1,0.08345761239412043,0.4072395569391161,0.03770361253891268,0.4947223629913856,1.023123144863535
Singapore,1993,1,0.027022987239800622,0.46732853973598526,0.12685463442264425,0.24610192425696636,0.8673080856553965
Singapore,1994,1,0.33982840189239094,0.3004351914623742,-0.003943694826543044,0.2535409422587676,0.8898608407869897
Singapore,1995,1,0.09190713908843795,0.23744876009578283,0.1269937903323999,0.48010268273874723,0.9364523722553679
Singapore,1996,1,0.04026003545938193,0.37646951857071587,0.19599945447106432,0.950056825930809,1.5627858344319712
Singapore,1997,1,-0.0065137419433293885,0.2927383558312041,0.07587711297579969,0.4314042928371639,0.7935060197008382
Singapore,1998,1,-2.0765461034464354,0.36475257018057855,-0.33734618867522503,0.7952644755766243,-1.2538752463644576
Singapore,1999,1,-0.0696749960874328,0.7007981637018103,0.12155041994887553,-0.2653033543742498,0.4873702331890032
Singapore,2000,1,-0.5356377963572329,0.6469688360505274,0.2150068996522078,0.38436994623890924,0.7107078855844117
Singapore,2001,1,-3.6537941034316193,-3.377718704688268,-0.5437892701788314,1.512179797003389,-6.06312228129533
Singapore,2002,1,0.8211918763584931,0.43055833366670676,0.14405728687442468,-0.6952434292115047,0.7005640676881199
Singapore,2003,1,1.5719899054745137,0.1375600469306889,0.0246718172359596,-0.29530914484315857,1.4389126247980035
Singapore,2004,1,-0.016480402272958734,0.2497299287399418,0.012101130181613858,0.2447208940690894,0.4900715507176863
Singapore,2005,1,0.5774533995302785,0.25145524273865144,0.05950590123970627,0.11713886494039323,1.0055534084490294
Singapore,2006,1,0.3784099607313848,0.21346818426809477,0.08585197498041078,0.23979672716237774,0.9175268471422681
Singapore,2007,1,0.4057419721488177,0.32601724831685824,0.028087627091223602,0.3948445867746311,1.1546914343315304
Singapore,2008,1,-3.948993313316255,0.9456776023725754,0.33214213347578564,1.404903568073383,-1.266270009394511
Singapore,2009,1,26.400842770607333,-0.9091387937845279,3.874637872004046,11.348959705029792,40.71530155385664
Singapore,2010,1,0.40276248600561515,0.12589963910129962,0.07523011058752074,0.12962683955190163,0.7335190752463371
Singapore,2011,1,0.7765798483042995,0.2439851330647443,-0.0030216194745502334,0.26619569123683107,1.2837390531313244
Singapore,2012,1,-0.32525092478806844,0.3145651780645895,0.018751520520002403,0.5063783864709593,0.5144441602674827
Singapore,2013,1,0.18443035399057184,0.21748670541847,0.22735796657519483,0.34609356525755963,0.9753685912417963
Singapore,2014,1,0.5438751982941884,0.33439304316551205,0.015780042773742006,0.2940213098013512,1.1880695940347938
Singapore,2015,1,1.2112460888674732,0.6296045160815965,0.28817796367854803,0.1810272288349526,2.3100557974625704
Singapore,2016,1,-0.05459367329344952,0.3335373357287171,0.10612072993373219,0.04030692489421392,0.42537131726321364
Singapore,2017,1,0.20585486600489697,0.2593064080220265,0.0767851279331164,0.2992649844661669,0.8412113864262069
Singapore,2018,1,0.7969634761252044,0.45077742701737233,0.08341137580083959,-0.3740146492430398,0.9571376297003764
Singapore,2019,1,0.05821622722501742,0.7383559712365418,0.25298052670332494,0.4457238645799033,1.4952765897447875
Singapore,2020,1,-0.5844827123015311,1.2853773204738994,-0.34878435375977174,0.9025817370980302,1.2546919915106267
Singapore,2021,1,0.23386171585191953,0.2816393398715271,0.04835347317391084,0.5361155626581905,1.099970091555548
Singapore,2022,1,0.11393738247654718,0.7125337799652713,-0.055049783705469695,0.16047923880765727,0.9319006175440061
Singapore,2023,1,2.6636166116125968,1.209464591687125,0.2613096394693595,-0.05043189486142332,4.083958947907658
Solomon Islands,1991,1,2.7173447992877473,NA,NA,-0.27859889192898746,NA
Solomon Islands,1992,1,0.6248777353152558,NA,NA,0.03725143067791081,NA
Solomon Islands,1993,1,-3.821311282647793,NA,NA,0.6496603115307344,NA
Solomon Islands,1994,1,-0.9019960610076215,NA,NA,0.1637319012053511,NA
Solomon Islands,1995,1,0.6811242884664513,NA,NA,-0.16743100889014348,NA
Solomon Islands,1996,1,8.658241446134042,NA,NA,-0.8928748505823992,NA
Solomon Islands,1997,1,4.686194004808567,NA,NA,-0.7129618096846034,NA
Solomon Islands,1998,1,6.719899223895725,NA,NA,4.372175651155846,NA
Solomon Islands,1999,1,-27.76083165160119,NA,NA,10.466218441139278,NA
Solomon Islands,2000,1,0.04115304029714687,NA,NA,0.17277851591644836,NA
Solomon Islands,2001,1,0.8839694393612907,NA,NA,0.06299899773757331,NA
Solomon Islands,2002,1,-2.7964713109359303,NA,NA,0.9796896694217804,NA
Solomon Islands,2003,1,1.1548118195399162,NA,NA,0.588480288798609,NA
Solomon Islands,2004,1,-1.0129604772948742,0.5044472713781947,0.8743797932514833,0.19571716696739083,0.5615837543021946
Solomon Islands,2005,1,-0.3082046832778543,0.8057855234542131,2.7082651651546246,1.0191570349814736,4.2250030403124565
Solomon Islands,2006,1,-2.395871569117824,0.6628801254008654,0.033837461165120826,0.04070919074356777,-1.65844479180827
Solomon Islands,2007,1,-2.284384855347505,1.4175757523337063,-0.24210169710588744,0.6752481790553108,-0.43366262106437525
Solomon Islands,2008,1,1.3982658233883585,0.4590823490362325,-0.1321273293351834,0.1176401127636769,1.8428609558530844
Solomon Islands,2009,1,0.7355023896995722,-0.325140460114475,-0.0077118392888281375,-0.17560960263409695,0.2270404876621721
Solomon Islands,2010,1,-1.2138035669593026,0.5694304964108354,0.34921551058408257,1.4705606440373873,1.1754030840730025
Solomon Islands,2011,1,2.3179124363046677,0.3559346945095128,-0.7844307020524584,-1.5659489240150886,0.32346750474663355
Solomon Islands,2012,1,2.4071403875873933,0.7730055290393381,-0.9557071871875348,0.3052961684165096,2.529734897855706
Solomon Islands,2013,1,-0.609796191018584,0.35562340530361447,1.213352430922121,-0.07991093849285917,0.8792687067142925
Solomon Islands,2014,1,-3.878090999283303,1.6597500063724184,0.744660058271225,-0.8215575659127785,-2.295238500552438
Solomon Islands,2015,1,-1.9158431600580976,0.9098017731469032,0.8327019694218104,1.6096004070325718,1.4362609895431881
Solomon Islands,2016,1,0.4231584661914772,0.39024583137347535,0.22312688641673883,0.1422107092889445,1.178741893270636
Solomon Islands,2017,1,1.1595387525474499,0.017719795913246687,-0.5198873503982454,0.9986228068938826,1.6559940049563338
Solomon Islands,2018,1,-1.980573977281024,1.6311567845595683,1.400374461398304,0.4366835247906349,1.4876407934674833
Solomon Islands,2019,1,-3.089725063819769,0.8097969853637857,1.034374878346969,2.185069844194118,0.9395166440851042
Solomon Islands,2020,1,-3.199239748981524,2.6362876320122104,1.2230332271850237,0.8407295457521384,1.500810655967849
Solomon Islands,2021,1,-3.20008009311951,-0.3628635233296069,-1.6522300176477458,-0.4554952882718578,-5.670668922368721
Solomon Islands,2022,1,-9.235030394474219,0.8709043982026125,-1.1501097632569242,2.8015021121805495,-6.712733647347981
Solomon Islands,2023,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,1991,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,1992,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,1993,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,1994,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,1995,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,1996,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,1997,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,1998,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,1999,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2000,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2001,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2002,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2003,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2004,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2005,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2006,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2007,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2008,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2009,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2010,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2011,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2012,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2013,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2014,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2015,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2016,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2017,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2018,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2019,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2020,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2021,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2022,1,NA,NA,NA,NA,NA
St. Kitts and Nevis,2023,1,NA,NA,NA,NA,NA
St. Lucia,1991,1,NA,NA,NA,NA,NA
St. Lucia,1992,1,NA,NA,NA,NA,NA
St. Lucia,1993,1,NA,NA,NA,NA,NA
St. Lucia,1994,1,NA,NA,NA,NA,NA
St. Lucia,1995,1,NA,NA,NA,NA,NA
St. Lucia,1996,1,NA,NA,NA,NA,NA
St. Lucia,1997,1,NA,NA,NA,NA,NA
St. Lucia,1998,1,NA,NA,NA,NA,NA
St. Lucia,1999,1,NA,NA,NA,NA,NA
St. Lucia,2000,1,NA,NA,NA,NA,NA
St. Lucia,2001,1,NA,NA,NA,NA,NA
St. Lucia,2002,1,NA,NA,NA,NA,NA
St. Lucia,2003,1,NA,NA,NA,NA,NA
St. Lucia,2004,1,NA,NA,NA,NA,NA
St. Lucia,2005,1,NA,NA,NA,NA,NA
St. Lucia,2006,1,NA,NA,NA,NA,NA
St. Lucia,2007,1,NA,NA,NA,NA,NA
St. Lucia,2008,1,NA,NA,NA,NA,NA
St. Lucia,2009,1,NA,NA,NA,NA,NA
St. Lucia,2010,1,NA,NA,NA,NA,NA
St. Lucia,2011,1,NA,NA,NA,NA,NA
St. Lucia,2012,1,NA,NA,NA,NA,NA
St. Lucia,2013,1,NA,NA,NA,NA,NA
St. Lucia,2014,1,NA,NA,NA,NA,NA
St. Lucia,2015,1,NA,NA,NA,NA,NA
St. Lucia,2016,1,NA,NA,NA,NA,NA
St. Lucia,2017,1,NA,NA,NA,NA,NA
St. Lucia,2018,1,NA,NA,NA,NA,NA
St. Lucia,2019,1,NA,NA,NA,NA,NA
St. Lucia,2020,1,NA,NA,NA,NA,NA
St. Lucia,2021,1,NA,NA,NA,NA,NA
St. Lucia,2022,1,NA,NA,NA,NA,NA
St. Lucia,2023,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,1991,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,1992,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,1993,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,1994,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,1995,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,1996,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,1997,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,1998,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,1999,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2000,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2001,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2002,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2003,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2004,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2005,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2006,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2007,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2008,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2009,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2010,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2011,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2012,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2013,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2014,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2015,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2016,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2017,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2018,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2019,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2020,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2021,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2022,1,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,2023,1,NA,NA,NA,NA,NA
Suriname,1991,1,NA,NA,NA,NA,NA
Suriname,1992,1,NA,NA,NA,NA,NA
Suriname,1993,1,NA,NA,NA,NA,NA
Suriname,1994,1,NA,NA,NA,NA,NA
Suriname,1995,NA,NA,NA,NA,NA,NA
Suriname,1996,1,NA,NA,NA,NA,NA
Suriname,1997,1,NA,NA,NA,NA,NA
Suriname,1998,1,NA,NA,NA,NA,NA
Suriname,1999,1,NA,NA,NA,NA,NA
